Name,Brand,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,M,Engine,E,Engine_range,Power,Seats,Price
Honda Brio S MT,Honda,Kolkata,2013,33280,Petrol,Manual,First,19.4 kmpl,19.40,1198 CC,1198,1000-2000,86.8 bhp,5,2.39
Mercedes-Benz B Class B180,Mercedes-Benz,Delhi,2013,29000,Petrol,Automatic,First,14.8 kmpl,14.80,1595 CC,1595,1000-2000,120.7 bhp,5,11.25
Honda City i DTEC V,Honda,Kochi,2015,42831,Diesel,Manual,First,26.0 kmpl,26.00,1498 CC,1498,1000-2000,98.6 bhp,5,7.11
Toyota Innova 2.5 G (Diesel) 7 Seater,Toyota,Ahmedabad,2016,90000,Diesel,Manual,First,12.99 kmpl,12.99,2494 CC,2494,2000-3000,100.6 bhp,7,10.9
Maruti Swift VXI Optional,Maruti,Ahmedabad,2017,24005,Petrol,Manual,First,20.4 kmpl,20.40,1197 CC,1197,1000-2000,81.80 bhp,5,6.2
Mahindra XUV500 W8 2WD,Mahindra,Mumbai,2012,32792,Diesel,Manual,First,15.1 kmpl,15.10,2179 CC,2179,2000-3000,140 bhp,7,7.9
Ford Ecosport 1.5 DV5 MT Ambiente,Ford,Kochi,2014,147898,Diesel,Manual,First,22.7 kmpl,22.70,1498 CC,1498,1000-2000,89.84 bhp,5,4.42
Toyota Fortuner 4x2 Manual,Toyota,Mumbai,2012,131765,Diesel,Manual,First,13.0 kmpl,13.00,2982 CC,2982,2000-3000,168.5 bhp,7,13.5
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Volkswagen,Chennai,2013,65000,Diesel,Automatic,First,21.5 kmpl,21.50,1498 CC,1498,1000-2000,108.5 bhp,5,6.25
Ford Figo Diesel Titanium,Ford,Jaipur,2010,66123,Diesel,Manual,Second,20.0 kmpl,20.00,1399 CC,1399,1000-2000,68 bhp,5,2.1
BMW X5 xDrive 30d,BMW,Mumbai,2015,41000,Diesel,Automatic,First,15.3 kmpl,15.30,2993 CC,2993,2000-3000,258 bhp,5,45
Mercedes-Benz New C-Class C 220 CDI Style,Mercedes-Benz,Coimbatore,2017,23550,Diesel,Automatic,First,19.27 kmpl,19.27,2143 CC,2143,2000-3000,167.62 bhp,5,33.66
Honda Brio V MT,Honda,Bangalore,2012,45000,Petrol,Manual,Second,19.4 kmpl,19.40,1198 CC,1198,1000-2000,86.8 bhp,5,3.65
Hyundai i10 Magna 1.2,Hyundai,Delhi,2013,60000,Petrol,Manual,First,20.36 kmpl,20.36,1197 CC,1197,1000-2000,78.9 bhp,5,2.75
Mercedes-Benz GLC 220,Mercedes-Benz,Bangalore,2016,44414,Diesel,Automatic,First,17.9 kmpl,17.90,2143 CC,2143,2000-3000,170 bhp,5,42.5
Hyundai Grand i10 1.2 Kappa Asta,Hyundai,Kolkata,2019,1000,Petrol,Manual,First,18.9 kmpl,18.90,1197 CC,1197,1000-2000,81.86 bhp,5,6.5
Audi A6 2011-2015 2.0 TDI Premium Plus,Audi,Mumbai,2012,62500,Diesel,Automatic,Second,17.68 kmpl,17.68,1968 CC,1968,1000-2000,174.33 bhp,5,19
Volkswagen Vento Petrol Highline AT,Volkswagen,Mumbai,2013,21000,Petrol,Automatic,Second,14.4 kmpl,14.40,1598 CC,1598,1000-2000,103.6 bhp,5,4.45
Mini Countryman Cooper D,Mini,Jaipur,2017,8525,Diesel,Automatic,Second,16.6 kmpl,16.60,1998 CC,1998,1000-2000,112 bhp,5,23
Hyundai i20 Asta 1.4 CRDi,Hyundai,Bangalore,2014,29000,Diesel,Manual,First,22.54 kmpl,22.54,1396 CC,1396,1000-2000,88.73 bhp,5,8.35
Audi A6 2011-2015 2.0 TDI Premium Plus,Audi,Mumbai,2014,40000,Diesel,Automatic,First,17.68 kmpl,17.68,1968 CC,1968,1000-2000,174.33 bhp,5,22.95
Chevrolet Beat Diesel LT,Chevrolet,Jaipur,2012,88000,Diesel,Manual,First,25.44 kmpl,25.44,936 CC,936,<1000,57.6 bhp,5,1.5
Skoda Superb Elegance 1.8 TSI AT,Skoda,Kochi,2012,53537,Petrol,Automatic,First,13.7 kmpl,13.70,1798 CC,1798,1000-2000,157.75 bhp,5,6.89
Ford Fiesta 1.4 TDCi EXI Limited Edition,Ford,Chennai,2006,216000,Diesel,Manual,Second,17.8 kmpl,17.80,1399 CC,1399,1000-2000,68 bhp,5,1.45
BMW 5 Series 520d Luxury Line,BMW,Hyderabad,2014,51000,Diesel,Automatic,First,22.48 kmpl,22.48,1995 CC,1995,1000-2000,190 bhp,5,33.5
Chevrolet Optra Magnum 1.6 LS BS3,Chevrolet,Jaipur,2007,118500,Petrol,Manual,First,12.9 kmpl,12.90,1598 CC,1598,1000-2000,102.5 bhp,5,1.25
Volkswagen Polo Diesel Highline 1.2L,Volkswagen,Hyderabad,2012,63000,Diesel,Manual,First,22.07 kmpl,22.07,1199 CC,1199,1000-2000,73.9 bhp,5,4.2
Renault Lodgy 110PS RxZ 8 Seater,Renault,Mumbai,2015,25000,Diesel,Manual,First,19.98 kmpl,19.98,1461 CC,1461,1000-2000,108.5 bhp,8,6.75
Mercedes-Benz E-Class E250 CDI Avantgrade,Mercedes-Benz,Bangalore,2014,37382,Diesel,Automatic,First,13.0 kmpl,13.00,2143 CC,2143,2000-3000,201.1 bhp,5,32
Maruti Baleno Alpha,Maruti,Kochi,2017,24773,Petrol,Manual,First,21.4 kmpl,21.40,1197 CC,1197,1000-2000,83.1 bhp,5,7.5
Hyundai Verna 1.6 SX,Hyundai,Delhi,2012,62000,Diesel,Manual,First,22.32 kmpl,22.32,1582 CC,1582,1000-2000,126.32 bhp,5,4.6
Hyundai i10 Magna 1.1,Hyundai,Kochi,2017,52340,Petrol,Manual,First,19.81 kmpl,19.81,1086 CC,1086,1000-2000,68.05 bhp,5,4.04
Mahindra Scorpio 1.99 S10 4WD,Mahindra,Kochi,2016,56739,Diesel,Manual,First,15.4 kmpl,15.40,1997 CC,1997,1000-2000,120 bhp,7,10.31
Land Rover Range Rover 2.2L Dynamic,Land,Coimbatore,2018,36091,Diesel,Automatic,First,12.7 kmpl,12.70,2179 CC,2179,2000-3000,187.7 bhp,5,55.76
Ford Figo Diesel ZXI,Ford,Chennai,2010,120000,Diesel,Manual,First,20.0 kmpl,20.00,1399 CC,1399,1000-2000,68 bhp,5,2.6
Maruti Ertiga ZDI,Maruti,Mumbai,2016,33000,Diesel,Manual,First,25.47 kmpl,25.47,1248 CC,1248,1000-2000,88.50 bhp,7,8.5
Honda City 1.5 GXI,Honda,Ahmedabad,2007,60006,Petrol,Manual,First,0.0 kmpl,0.00,,#VALUE!,#VALUE!,,,2.95
Honda Amaze S i-Dtech,Honda,Kolkata,2014,52000,Diesel,Manual,First,25.8 kmpl,25.80,1498 CC,1498,1000-2000,98.6 bhp,5,3.5
Hyundai i10 Magna,Hyundai,Jaipur,2015,43571,Petrol,Manual,First,20.36 kmpl,20.36,1197 CC,1197,1000-2000,78.9 bhp,5,3.55
Honda Amaze S i-Dtech,Honda,Kolkata,2013,50000,Diesel,Manual,First,25.8 kmpl,25.80,1498 CC,1498,1000-2000,98.6 bhp,5,3.25
Skoda Laura Ambiente,Skoda,Hyderabad,2008,113000,Diesel,Manual,First,17.5 kmpl,17.50,1896 CC,1896,1000-2000,106 bhp,5,4.5
Renault Duster 85PS Diesel RxL,Renault,Delhi,2014,90000,Diesel,Manual,First,19.87 kmpl,19.87,1461 CC,1461,1000-2000,83.8 bhp,5,5.35
Mahindra NuvoSport N6,Mahindra,Chennai,2017,29000,Diesel,Manual,Second,17.45 kmpl,17.45,1493 CC,1493,1000-2000,100 bhp,7,6.5
Maruti Vitara Brezza ZDi Plus Dual Tone,Maruti,Mumbai,2016,20000,Diesel,Manual,First,24.3 kmpl,24.30,1248 CC,1248,1000-2000,88.5 bhp,5,9
Hyundai i20 Asta Option 1.2,Hyundai,Kochi,2016,61012,Petrol,Manual,First,18.6 kmpl,18.60,1197 CC,1197,1000-2000,81.83 bhp,5,6
Skoda Fabia 1.4 MPI Ambiente,Skoda,Jaipur,2009,87459,Petrol,Manual,First,14.7 kmpl,14.70,1390 CC,1390,1000-2000,85 bhp,5,2.75
Tata Indigo eCS GLX,Tata,Pune,2010,70500,Petrol,Manual,First,15.64 kmpl,15.64,1193 CC,1193,1000-2000,64.1 bhp,5,1.5
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Audi,Delhi,2015,64103,Diesel,Automatic,First,15.73 kmpl,15.73,1968 CC,1968,1000-2000,174.33 bhp,5,19.9
Skoda Octavia Elegance 1.8 TSI AT,Skoda,Mumbai,2014,76000,Petrol,Automatic,First,14.7 kmpl,14.70,1798 CC,1798,1000-2000,177.5 bhp,5,10
Toyota Etios Liva GD SP,Toyota,Delhi,2014,104000,Diesel,Manual,First,23.59 kmpl,23.59,1364 CC,1364,1000-2000,67.06 bhp,5,3
Maruti Swift 1.3 VXi,Maruti,Kolkata,2010,42001,Petrol,Manual,First,16.1 kmpl,16.10,,#VALUE!,#VALUE!,,,2.11
Mercedes-Benz B Class B180,Mercedes-Benz,Kochi,2014,37245,Petrol,Automatic,First,14.8 kmpl,14.80,1595 CC,1595,1000-2000,120.7 bhp,5,11.96
Honda Amaze S Diesel,Honda,Kolkata,2013,45000,Diesel,Manual,First,27.4 kmpl,27.40,1498 CC,1498,1000-2000,98.6 bhp,5,3.25
Hyundai Verna 1.6 SX,Hyundai,Jaipur,2012,117837,Diesel,Manual,Second,22.32 kmpl,22.32,1582 CC,1582,1000-2000,126.32 bhp,5,4.75
Renault Duster 85PS Diesel RxL Optional,Renault,Mumbai,2014,30000,Diesel,Manual,First,20.46 kmpl,20.46,1461 CC,1461,1000-2000,83.8 bhp,5,5.95
Hyundai Creta 1.6 VTVT S,Hyundai,Delhi,2015,27057,Petrol,Manual,Second,15.29 kmpl,15.29,1591 CC,1591,1000-2000,121.3 bhp,5,8.15
Maruti Wagon R AMT VXI,Maruti,Mumbai,2016,8500,Petrol,Automatic,First,20.51 kmpl,20.51,998 CC,998,<1000,67 bhp,5,4.22
Mercedes-Benz New C-Class C250 Avantgarde,Mercedes-Benz,Kolkata,2010,30500,Petrol,Automatic,First,11.74 kmpl,11.74,1796 CC,1796,1000-2000,186 bhp,5,10.5
Audi A8 L 3.0 TDI quattro,Audi,Delhi,2012,56000,Diesel,Automatic,First,11.8 kmpl,11.80,2967 CC,2967,2000-3000,246.7 bhp,5,45
Hyundai i10 Magna 1.1,Hyundai,Pune,2012,44000,Petrol,Manual,Second,19.81 kmpl,19.81,1086 CC,1086,1000-2000,68.05 bhp,5,2.9
Skoda Rapid 1.6 MPI AT Style Black Package,Skoda,Mumbai,2017,10500,Petrol,Automatic,First,14.3 kmpl,14.30,1598 CC,1598,1000-2000,103.52 bhp,5,8.9
Skoda Superb Style 1.8 TSI AT,Skoda,Hyderabad,2017,26000,Petrol,Automatic,First,14.67 kmpl,14.67,1798 CC,1798,1000-2000,177.46 bhp,5,26
Hyundai i20 Active 1.2 SX,Hyundai,Coimbatore,2018,25166,Petrol,Manual,First,17.19 kmpl,17.19,1197 CC,1197,1000-2000,81.86 bhp,5,8.22
Honda Amaze VX i-DTEC,Honda,Kolkata,2014,64000,Diesel,Manual,Second,25.8 kmpl,25.80,1498 CC,1498,1000-2000,98.6 bhp,5,3.5
Maruti Wagon R LXI,Maruti,Chennai,2004,61000,Petrol,Manual,Second,18.9 kmpl,18.90,998 CC,998,<1000,67.1 bhp,5,1.25
Mahindra Verito 1.5 D4 BSIV,Mahindra,Hyderabad,2013,107000,Diesel,Manual,First,21.03 kmpl,21.03,1461 CC,1461,1000-2000,65 bhp,5,3.7
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Mercedes-Benz,Coimbatore,2018,29161,Diesel,Automatic,First,19.27 kmpl,19.27,2143 CC,2143,2000-3000,167.62 bhp,5,39.41
Maruti Wagon R VXI,Maruti,Kolkata,2013,32000,Petrol,Manual,First,22.5 kmpl,22.50,998 CC,998,<1000,67.04 bhp,5,2.65
Nissan Terrano XV Premium 110 PS Anniversary Edition,Nissan,Coimbatore,2015,46173,Diesel,Manual,Second,19.01 kmpl,19.01,1461 CC,1461,1000-2000,108.5 bhp,5,8.92
Maruti Swift VDI BSIV,Maruti,Delhi,2013,47000,Diesel,Manual,First,17.8 kmpl,17.80,1248 CC,1248,1000-2000,null bhp,5,4.1
Mini Cooper Convertible S,Mini,Kochi,2017,26327,Petrol,Automatic,First,16.82 kmpl,16.82,1998 CC,1998,1000-2000,189.08 bhp,4,35.67
Ford Figo Diesel,Ford,Bangalore,2015,70436,Diesel,Manual,First,0.0 kmpl,0.00,1498 CC,1498,1000-2000,99 bhp,,3.6
Tata Indica V2 DLS BSII,Tata,Jaipur,2007,200000,Diesel,Manual,Second,17.2 kmpl,17.20,1396 CC,1396,1000-2000,53.5 bhp,5,0.85
Chevrolet Beat LT,Chevrolet,Kochi,2016,60813,Petrol,Manual,Second,18.6 kmpl,18.60,1199 CC,1199,1000-2000,76.8 bhp,5,3.32
Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,Mumbai,2012,45000,Diesel,Manual,First,22.07 kmpl,22.07,1199 CC,1199,1000-2000,73.9 bhp,5,3.6
Maruti Swift ZDi,Maruti,Hyderabad,2016,64000,Diesel,Manual,First,22.9 kmpl,22.90,1248 CC,1248,1000-2000,74 bhp,5,6.8
Ford Figo Diesel EXI,Ford,Kolkata,2012,41284,Diesel,Manual,First,20.0 kmpl,20.00,1399 CC,1399,1000-2000,68.05 bhp,5,2.5
Toyota Innova Crysta 2.8 GX AT,Toyota,Kochi,2019,14165,Diesel,Automatic,First,11.36 kmpl,11.36,2755 CC,2755,2000-3000,171.5 bhp,7,19.64
Hyundai Santa Fe 4x4 AT,Hyundai,Mumbai,2011,67000,Diesel,Automatic,Second,11.72 kmpl,11.72,2199 CC,2199,2000-3000,194.3 bhp,7,7
Honda City i-VTEC V,Honda,Kolkata,2011,32572,Petrol,Manual,First,17.4 kmpl,17.40,1497 CC,1497,1000-2000,117.3 bhp,5,3.87
Hyundai i20 1.2 Magna Executive,Hyundai,Kochi,2018,14960,Petrol,Manual,First,18.6 kmpl,18.60,1197 CC,1197,1000-2000,81.83 bhp,5,6.27
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Mercedes-Benz,Kochi,2015,55980,Diesel,Automatic,First,19.27 kmpl,19.27,2143 CC,2143,2000-3000,167.62 bhp,5,18.12
Chevrolet Beat Diesel LT,Chevrolet,Mumbai,2013,74000,Diesel,Manual,First,25.44 kmpl,25.44,936 CC,936,<1000,57.6 bhp,5,2.65
Hyundai i20 Sportz 1.4 CRDi,Hyundai,Kochi,2015,56847,Diesel,Manual,First,22.54 kmpl,22.54,1396 CC,1396,1000-2000,88.73 bhp,5,7.2
Toyota Innova 2.5 Z Diesel 7 Seater,Toyota,Coimbatore,2015,121374,Diesel,Manual,First,12.99 kmpl,12.99,2494 CC,2494,2000-3000,100.6 bhp,7,14.3
Maruti Ertiga VDI,Maruti,Chennai,2013,52000,Diesel,Manual,First,20.77 kmpl,20.77,1248 CC,1248,1000-2000,88.76 bhp,7,6.9
Toyota Innova 2.5 V Diesel 7-seater,Toyota,Mumbai,2014,118000,Diesel,Manual,First,12.8 kmpl,12.80,2494 CC,2494,2000-3000,102 bhp,7,10.75
Hyundai Santro Xing XO eRLX Euro II,Hyundai,Mumbai,2007,72000,Petrol,Manual,Third,17.0 kmpl,17.00,1086 CC,1086,1000-2000,null bhp,5,0.95
Honda City i VTEC V,Honda,Kochi,2016,33915,Petrol,Manual,First,17.8 kmpl,17.80,1497 CC,1497,1000-2000,117.3 bhp,5,8.09
BMW X1 sDrive20d,BMW,Ahmedabad,2014,82002,Diesel,Automatic,First,17.05 kmpl,17.05,1995 CC,1995,1000-2000,184 bhp,5,18.5
Hyundai Grand i10 CRDi Era,Hyundai,Mumbai,2017,33000,Diesel,Manual,First,24.0 kmpl,24.00,1120 CC,1120,1000-2000,70 bhp,5,4.75
Maruti Ciaz 1.3 Alpha,Maruti,Chennai,2016,34000,Diesel,Manual,First,28.09 kmpl,28.09,1248 CC,1248,1000-2000,88.5 bhp,5,8.45
Skoda Rapid Leisure 1.6 TDI MT,Skoda,Kolkata,2012,55000,Diesel,Manual,First,20.5 kmpl,20.50,1598 CC,1598,1000-2000,103.6 bhp,5,3.5
Hyundai Accent CRDi,Hyundai,Kochi,2006,160538,Diesel,Manual,First,13.1 kmpl,13.10,1493 CC,1493,1000-2000,82 bhp,5,1.8
Volkswagen Polo GT 1.5 TDI,Volkswagen,Jaipur,2014,60000,Diesel,Manual,Second,19.91 kmpl,19.91,1498 CC,1498,1000-2000,103.6 bhp,5,3.7
Honda Jazz 1.2 VX i VTEC,Honda,Coimbatore,2017,49575,Petrol,Manual,First,18.7 kmpl,18.70,1199 CC,1199,1000-2000,88.7 bhp,5,7.17
Hyundai i10 Era,Hyundai,Jaipur,2010,83000,Petrol,Manual,First,19.81 kmpl,19.81,1086 CC,1086,1000-2000,68.05 bhp,5,1.75
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Hyundai,Kochi,2018,51346,Diesel,Automatic,First,16.38 kmpl,16.38,1995 CC,1995,1000-2000,183 bhp,5,21.99
Toyota Innova Crysta 2.4 ZX MT,Toyota,Pune,2017,43000,Diesel,Manual,First,13.68 kmpl,13.68,2393 CC,2393,2000-3000,147.8 bhp,7,18.65
Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Maruti,Jaipur,2011,35000,Petrol,Manual,Third,19.7 kmpl,19.70,796 CC,796,<1000,35 bhp,5,1.85
Maruti Swift VXI BSIV,Maruti,Coimbatore,2017,27872,Petrol,Manual,Second,20.4 kmpl,20.40,1197 CC,1197,1000-2000,81.80 bhp,5,5.95
Hyundai Grand i10 Magna,Hyundai,Mumbai,2014,16514,Petrol,Manual,First,18.9 kmpl,18.90,1197 CC,1197,1000-2000,82 bhp,5,3.75
Maruti Swift VDI,Maruti,Pune,2012,120000,Diesel,Manual,First,22.9 kmpl,22.90,1248 CC,1248,1000-2000,74 bhp,5,3.75
Hyundai Verna CRDi 1.6 SX,Hyundai,Hyderabad,2008,143275,Diesel,Manual,First,22.0 kmpl,22.00,1582 CC,1582,1000-2000,126.2 bhp,5,2.6
Hyundai Santro Xing XL,Hyundai,Hyderabad,2006,99000,Petrol,Manual,First,0.0 kmpl,0.00,1086 CC,1086,1000-2000,null bhp,5,1.75
Hyundai i20 1.2 Sportz,Hyundai,Mumbai,2010,52000,Petrol,Manual,First,17.0 kmpl,17.00,1197 CC,1197,1000-2000,80 bhp,5,2.8
Mercedes-Benz GLE 350d,Mercedes-Benz,Coimbatore,2017,29819,Diesel,Automatic,First,11.57 kmpl,11.57,2987 CC,2987,2000-3000,254.79 bhp,5,61.29
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Mercedes-Benz,Bangalore,2014,57000,Diesel,Manual,Second,15.8 kmpl,15.80,2148 CC,2148,2000-3000,170 bhp,5,18
Maruti Ritz ZDi,Maruti,Hyderabad,2014,88500,Diesel,Manual,First,23.2 kmpl,23.20,1248 CC,1248,1000-2000,73.94 bhp,5,4.35
Hyundai Creta 1.6 CRDi SX,Hyundai,Bangalore,2016,28000,Diesel,Manual,First,19.67 kmpl,19.67,1582 CC,1582,1000-2000,126.2 bhp,5,13.75
Maruti A-Star Vxi,Maruti,Pune,2010,67000,Petrol,Manual,First,19.0 kmpl,19.00,998 CC,998,<1000,66.1 bhp,5,2
Renault Duster 110PS Diesel RXZ Option,Renault,Delhi,2016,26000,Diesel,Manual,First,19.64 kmpl,19.64,1461 CC,1461,1000-2000,108.45 bhp,5,10
Fiat Grande Punto 1.3 Emotion Pack (Diesel),Fiat,Delhi,2010,120000,Diesel,Manual,First,17.8 kmpl,17.80,1248 CC,1248,1000-2000,76 bhp,5,1.65
BMW X3 xDrive30d M Sport,BMW,Coimbatore,2017,51982,Diesel,Automatic,First,16.55 kmpl,16.55,2993 CC,2993,2000-3000,258 bhp,5,45.77
Hyundai i10 Sportz,Hyundai,Bangalore,2010,36000,Petrol,Manual,Second,20.36 kmpl,20.36,1197 CC,1197,1000-2000,78.9 bhp,5,3.25
Toyota Innova 2.5 G4 Diesel 7-seater,Toyota,Pune,2016,47000,Diesel,Manual,First,12.8 kmpl,12.80,2494 CC,2494,2000-3000,102 bhp,7,12.8
Maruti Zen VXI BSII,Maruti,Mumbai,2002,60000,Petrol,Manual,Third,17.3 kmpl,17.30,993 CC,993,<1000,60 bhp,5,0.55
Maruti Swift VDI,Maruti,Hyderabad,2018,31025,Diesel,Manual,First,28.4 kmpl,28.40,1248 CC,1248,1000-2000,74 bhp,5,7.15
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Mahindra,Pune,2013,105000,Diesel,Manual,Second,12.05 kmpl,12.05,2179 CC,2179,2000-3000,120 bhp,8,7
Tata Zest Quadrajet 1.3 75PS XE,Tata,Pune,2017,121900,Diesel,Manual,First,22.95 kmpl,22.95,1248 CC,1248,1000-2000,74 bhp,5,3.75
Ford EcoSport 1.0 Ecoboost Titanium Plus,Ford,Mumbai,2017,22695,Petrol,Manual,First,18.88 kmpl,18.88,999 CC,999,<1000,123.24 bhp,5,8.5
Maruti Swift Dzire ZDI,Maruti,Jaipur,2012,73000,Diesel,Manual,First,23.4 kmpl,23.40,1248 CC,1248,1000-2000,74 bhp,5,4.35
Maruti Alto 800 LXI,Maruti,Kochi,2016,32227,Petrol,Manual,First,22.74 kmpl,22.74,796 CC,796,<1000,47.3 bhp,5,3.26
Honda City 1.5 S MT,Honda,Jaipur,2011,55000,Petrol,Manual,First,17.0 kmpl,17.00,1497 CC,1497,1000-2000,118 bhp,5,4.21
Audi Q7 3.0 TDI Quattro Technology,Audi,Kochi,2018,11287,Diesel,Automatic,First,12.07 kmpl,12.07,2967 CC,2967,2000-3000,241.4 bhp,7,70.36
Skoda Laura 1.9 TDI AT Ambiente,Skoda,Mumbai,2009,48000,Diesel,Automatic,Second,17.0 kmpl,17.00,1896 CC,1896,1000-2000,105 bhp,5,2.95
Hyundai Verna 1.6 SX VTVT (O),Hyundai,Kochi,2012,54308,Petrol,Manual,First,17.1 kmpl,17.10,1591 CC,1591,1000-2000,121.3 bhp,5,4.28
Honda City 1.5 V AT,Honda,Jaipur,2009,78442,Petrol,Automatic,First,16.8 kmpl,16.80,1497 CC,1497,1000-2000,118 bhp,5,3.57
Hyundai i20 Magna Optional 1.4 CRDi,Hyundai,Kolkata,2013,46000,Diesel,Manual,First,21.9 kmpl,21.90,1396 CC,1396,1000-2000,88.8 bhp,5,3.11
Hyundai i20 Sportz AT 1.4,Hyundai,Coimbatore,2014,45051,Petrol,Automatic,First,15.0 kmpl,15.00,1396 CC,1396,1000-2000,98.6 bhp,5,5.96
Volkswagen Vento Diesel Highline,Volkswagen,Hyderabad,2011,69000,Diesel,Manual,First,20.54 kmpl,20.54,1598 CC,1598,1000-2000,103.6 bhp,5,4.7
Honda City i VTEC VX,Honda,Ahmedabad,2014,49000,Petrol,Manual,First,17.4 kmpl,17.40,1497 CC,1497,1000-2000,117.3 bhp,5,6.9
Tata Zest Quadrajet 1.3 75PS XE,Tata,Pune,2018,45000,Diesel,Manual,First,22.95 kmpl,22.95,1248 CC,1248,1000-2000,74 bhp,5,5.25
BMW 5 Series 2003-2012 520d,BMW,Pune,2015,64000,Diesel,Automatic,First,18.48 kmpl,18.48,1995 CC,1995,1000-2000,177 bhp,5,28
Maruti Wagon R LXI Minor,Maruti,Delhi,2009,60000,Petrol,Manual,First,18.9 kmpl,18.90,1061 CC,1061,1000-2000,67 bhp,5,1.35
Honda Jazz VX,Honda,Delhi,2015,62178,Petrol,Manual,First,18.2 kmpl,18.20,1199 CC,1199,1000-2000,88.7 bhp,5,4.85
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Volkswagen,Coimbatore,2012,58006,Diesel,Manual,First,15.0 kmpl,15.00,1896 CC,1896,1000-2000,105 bhp,5,6.7
Hyundai i10 Magna 1.2,Hyundai,Hyderabad,2010,74000,Petrol,Manual,First,20.36 kmpl,20.36,1197 CC,1197,1000-2000,78.9 bhp,5,3.1
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mercedes-Benz,Kochi,2015,77771,Diesel,Automatic,First,19.27 kmpl,19.27,2143 CC,2143,2000-3000,170 bhp,5,18.64
Hyundai i10 Magna 1.2 iTech SE,Hyundai,Pune,2012,45275,Petrol,Manual,First,20.36 kmpl,20.36,1197 CC,1197,1000-2000,78.9 bhp,5,2.8
Toyota Innova Crysta 2.4 ZX MT,Toyota,Chennai,2016,48000,Diesel,Manual,First,13.68 kmpl,13.68,2393 CC,2393,2000-3000,147.8 bhp,7,20.25
Audi A6 2011-2015 2.0 TDI Technology,Audi,Kochi,2015,31652,Diesel,Automatic,First,17.68 kmpl,17.68,1968 CC,1968,1000-2000,174.33 bhp,5,26.78
Toyota Innova 2.5 VX (Diesel) 7 Seater,Toyota,Hyderabad,2010,109000,Diesel,Manual,Second,12.99 kmpl,12.99,2494 CC,2494,2000-3000,100.6 bhp,7,8.26
Volkswagen Polo Petrol Trendline 1.2L,Volkswagen,Mumbai,2015,31978,Petrol,Manual,First,16.47 kmpl,16.47,1198 CC,1198,1000-2000,73.9 bhp,5,3.89
Maruti Alto K10 LXI,Maruti,Hyderabad,2011,70000,Petrol,Manual,First,20.92 kmpl,20.92,998 CC,998,<1000,67.1 bhp,5,2.1
Honda City i-VTEC CVT ZX,Honda,Mumbai,2017,15000,Petrol,Automatic,First,18.0 kmpl,18.00,1497 CC,1497,1000-2000,117.3 bhp,5,12.69
Tata Indigo LX,Tata,Coimbatore,2013,59138,Diesel,Manual,First,17.0 kmpl,17.00,1405 CC,1405,1000-2000,70 bhp,5,2.58
Audi A6 2011-2015 2.0 TDI Premium Plus,Audi,Kochi,2014,61726,Diesel,Automatic,First,17.68 kmpl,17.68,1968 CC,1968,1000-2000,174.33 bhp,5,20.77
Mercedes-Benz GLA Class 200 CDI SPORT,Mercedes-Benz,Delhi,2015,48000,Diesel,Automatic,First,17.9 kmpl,17.90,2143 CC,2143,2000-3000,136 bhp,5,20.26
Hyundai Santro Xing XL,Hyundai,Chennai,2006,58000,Petrol,Manual,Second,0.0 kmpl,0.00,1086 CC,1086,1000-2000,null bhp,5,1.5
Maruti Swift VDI BSIV,Maruti,Kolkata,2011,60020,Diesel,Manual,First,17.8 kmpl,17.80,1248 CC,1248,1000-2000,null bhp,5,2.5
Maruti Celerio VXI AT,Maruti,Hyderabad,2014,77815,Petrol,Automatic,First,23.1 kmpl,23.10,998 CC,998,<1000,67.04 bhp,5,4.25
Mercedes-Benz GLE 250d,Mercedes-Benz,Hyderabad,2017,29000,Diesel,Automatic,First,17.9 kmpl,17.90,2143 CC,2143,2000-3000,201.15 bhp,5,57
Land Rover Range Rover HSE Dynamic,Land,Delhi,2017,44000,Diesel,Automatic,First,12.7 kmpl,12.70,2179 CC,2179,2000-3000,187.7 bhp,5,44
Volkswagen Vento Diesel Trendline,Volkswagen,Hyderabad,2011,108626,Diesel,Manual,First,20.54 kmpl,20.54,1598 CC,1598,1000-2000,103.6 bhp,5,3.65
Maruti Omni 8 Seater BSIV,Maruti,Hyderabad,2012,71791,Petrol,Manual,First,14.0 kmpl,14.00,796 CC,796,<1000,35 bhp,5,2.05
Honda Brio 1.2 VX MT,Honda,Kochi,2012,91931,Petrol,Manual,First,18.5 kmpl,18.50,1198 CC,1198,1000-2000,86.8 bhp,5,3.13
Tata Sumo Delux,Tata,Hyderabad,2000,158000,Diesel,Manual,Second,14.07 kmpl,14.07,2956 CC,2956,2000-3000,83.1 bhp,7,1.5
